OrderDetailID,OrderID,ProductName,Quantity,Price
OD3348,O2075,Laptop,4,8085
OD3349,O5497,Shoes,2,5356
OD3350,O2858,Charger,4,2212
OD3351,O3209,Mouse,2,10437
OD3352,O2580,Mobile,1,17661
OD3353,O4696,TV,1,11838
OD3354,O2935,Laptop,4,19206
OD3355,O6222,Clothes,3,11426
OD3356,O4491,Clothes,3,12466
OD3357,O4364,Washing Machine,1,2677
OD3358,O6047,Keyboard,1,16259
OD3359,O2812,Mouse,2,8069
OD3360,O5166,Keyboard,1,3460
OD3361,O3721,Charger,3,6426
OD3362,O2463,Earphones,3,11699
OD3363,O2638,Shoes,2,19917
OD3364,O2258,Mouse,4,5703
OD3365,O5211,Keyboard,1,19104
OD3366,O5917,TV,4,6825
OD3367,O3938,Mobile,1,1983
OD3368,O2031,Laptop,4,11101
OD3369,O4096,Clothes,4,619
OD3370,O5080,AC,2,3337
OD3371,O3954,Shoes,2,5558
OD3372,O5882,Mobile,4,479
OD3373,O5508,Washing Machine,1,11752
OD3374,O3090,Charger,4,10799
OD3375,O3906,Shoes,3,3527
OD3376,O5503,AC,3,14406
OD3377,O5779,AC,3,756
OD3378,O5502,Laptop,4,7943
OD3379,O3817,TV,4,4605
OD3380,O4474,Keyboard,4,14398
OD3381,O2354,Mouse,2,8789
OD3382,O4262,Shoes,2,9718
OD3383,O5803,AC,3,16225
OD3384,O4482,Shoes,3,17214
OD3385,O5138,Mobile,3,12949
OD3386,O2885,Washing Machine,2,2064
OD3387,O2525,Mouse,2,10397
OD3388,O5788,AC,3,15828
OD3389,O5115,Earphones,3,6302
OD3390,O4082,Shoes,4,706
OD3391,O6715,Clothes,4,2734
OD3392,O2742,Mouse,1,6041
OD3393,O6158,Mouse,2,5048
OD3394,O2293,Charger,2,1265
OD3395,O5442,Laptop,3,7857
OD3396,O5603,AC,3,7953
OD3397,O6413,Earphones,2,11651
OD3398,O3889,Laptop,4,8383
OD3399,O6094,Washing Machine,3,7210
OD3400,O2955,TV,4,12211
OD3401,O3254,Mobile,2,10499
OD3402,O2724,TV,3,12551
OD3403,O2933,Keyboard,4,6211
OD3404,O2494,Mobile,3,4072
OD3405,O3197,TV,1,7612
OD3406,O6694,AC,1,10982
OD3407,O5634,Mobile,4,16580
OD3408,O6417,Shoes,3,4163
OD3409,O2591,Keyboard,2,9922
OD3410,O6116,Keyboard,4,11543
OD3411,O6170,Laptop,1,5158
OD3412,O4959,TV,2,14348
OD3413,O6279,Clothes,1,7397
OD3414,O5227,TV,1,17508
OD3415,O2912,Mouse,1,6789
OD3416,O2172,Earphones,1,15560
OD3417,O2709,Mouse,4,5418
OD3418,O5704,Mouse,2,18491
OD3419,O2884,TV,1,2346
OD3420,O2040,Clothes,2,5821
OD3421,O6786,Washing Machine,4,1769
OD3422,O6065,Charger,2,2334
OD3423,O2518,AC,1,17695
OD3424,O2874,AC,2,2089
OD3425,O2730,Charger,1,12116
OD3426,O5820,TV,1,18661
OD3427,O2176,Keyboard,1,4713
OD3428,O4457,Clothes,3,8299
OD3429,O6378,Mobile,3,8611
OD3430,O3640,Clothes,4,9658
OD3431,O6650,Mobile,3,971
OD3432,O4167,Keyboard,4,1759
OD3433,O6900,Shoes,2,10135
OD3434,O3906,Laptop,2,14409
OD3435,O5688,Washing Machine,4,10224
OD3436,O2747,Shoes,2,4595
OD3437,O2458,Charger,1,8565
OD3438,O6910,Washing Machine,4,9434
OD3439,O3228,Clothes,1,11121
OD3440,O6702,AC,4,11385
OD3441,O6584,Shoes,1,2344
OD3442,O4925,Keyboard,1,2930
OD3443,O2978,AC,4,1848
OD3444,O2921,Mobile,3,14795
OD3445,O4556,Charger,3,8715
OD3446,O5018,TV,4,16538
OD3447,O5400,Earphones,2,13827
OD3448,O3991,Earphones,1,8237
OD3449,O2445,Laptop,4,3637
OD3450,O2566,Clothes,4,12207
OD3451,O6403,Mobile,3,12486
OD3452,O2880,Keyboard,1,8028
OD3453,O3139,AC,4,16743
OD3454,O6778,TV,4,16214
OD3455,O5956,TV,2,10963
OD3456,O4464,Clothes,2,10910
OD3457,O5464,Washing Machine,4,15023
OD3458,O5777,AC,2,3717
OD3459,O5430,Shoes,2,18615
OD3460,O6800,Washing Machine,4,2936
OD3461,O5947,Laptop,2,16205
OD3462,O5841,Earphones,2,17063
OD3463,O3800,Charger,2,10369
OD3464,O4457,TV,1,6731
OD3465,O6546,Mobile,4,5607
OD3466,O6523,Clothes,4,10835
OD3467,O3246,Earphones,1,2801
OD3468,O5819,Shoes,1,13558
OD3469,O2535,Mouse,4,11515
OD3470,O5530,Laptop,3,13590
OD3471,O2550,Clothes,3,15584
OD3472,O5358,AC,1,6902
OD3473,O5344,AC,1,19500
OD3474,O2791,Shoes,1,8109
OD3475,O6466,Clothes,4,3820
OD3476,O5617,Washing Machine,4,9495
OD3477,O4569,AC,2,2454
OD3478,O6985,Shoes,3,1767
OD3479,O3139,Washing Machine,2,6045
OD3480,O4734,Clothes,1,4354
OD3481,O4764,Keyboard,2,4247
OD3482,O2685,Earphones,1,670
OD3483,O2609,Washing Machine,1,13534
OD3484,O4124,Laptop,1,11743
OD3485,O2663,Keyboard,2,18818
OD3486,O3324,Keyboard,3,714
OD3487,O5344,AC,3,4077
OD3488,O6092,Keyboard,1,5752
OD3489,O4776,Laptop,2,15872
OD3490,O5496,Mobile,4,14067
OD3491,O4637,Shoes,4,12049
OD3492,O6938,Clothes,2,10060
OD3493,O6332,Keyboard,4,12044
OD3494,O4240,Keyboard,4,4816
OD3495,O3614,Clothes,3,1717
OD3496,O5233,AC,2,13866
OD3497,O2709,Washing Machine,3,4538
OD3498,O5501,Clothes,4,17824
OD3499,O4574,Mobile,4,2459
OD3500,O3975,Clothes,2,17358
OD3501,O5875,Earphones,2,15102
OD3502,O4703,AC,1,17803
OD3503,O4019,Mobile,4,17099
OD3504,O5956,Washing Machine,3,8355
OD3505,O4673,Washing Machine,4,17386
OD3506,O2389,Shoes,3,11050
OD3507,O5926,Laptop,3,14239
OD3508,O6961,Washing Machine,1,10703
OD3509,O3840,Mobile,1,3784
OD3510,O3948,Mobile,4,12378
OD3511,O6381,Washing Machine,2,9847
OD3512,O5972,Clothes,4,11610
OD3513,O5444,Washing Machine,2,11296
OD3514,O2412,Shoes,2,19742
OD3515,O2366,Mouse,4,14965
OD3516,O6590,Earphones,1,12210
OD3517,O5735,Charger,1,19476
OD3518,O6974,Shoes,2,6220
OD3519,O2693,TV,4,15152
OD3520,O3312,AC,1,1707
OD3521,O3979,Charger,3,12020
OD3522,O4377,Charger,3,15814
OD3523,O5320,Washing Machine,2,8115
OD3524,O3339,Laptop,3,6443
OD3525,O4403,TV,4,650
OD3526,O6356,Shoes,4,14674
OD3527,O6325,Charger,4,3109
OD3528,O6275,Laptop,4,3338
OD3529,O2459,Laptop,1,4728
OD3530,O5525,Mobile,1,19135
OD3531,O4870,Keyboard,3,11057
OD3532,O6047,AC,4,19013
OD3533,O3021,Charger,1,2835
OD3534,O5052,Clothes,1,8676
OD3535,O2785,Washing Machine,2,3557
OD3536,O6346,TV,1,16217
OD3537,O6088,Mobile,1,13157
OD3538,O5573,Clothes,3,14648
OD3539,O5988,Mouse,1,7884
OD3540,O6456,AC,1,6095
OD3541,O3861,Keyboard,3,995
OD3542,O2947,Keyboard,3,8095
OD3543,O4335,Keyboard,1,10740
OD3544,O2984,Mobile,4,13548
OD3545,O2414,Clothes,4,3345
OD3546,O5000,Charger,2,7070
OD3547,O3570,Shoes,4,3809
OD3548,O2320,Clothes,2,19286
OD3549,O6400,Charger,3,2427
OD3550,O5996,Shoes,2,7066
OD3551,O4030,Clothes,4,12750
OD3552,O6201,Charger,3,17909
OD3553,O2046,Clothes,1,6619
OD3554,O3150,Mouse,4,3108
OD3555,O3759,Shoes,3,14173
OD3556,O3336,Keyboard,4,17221
OD3557,O6841,Shoes,4,4906
OD3558,O4191,Laptop,4,2333
OD3559,O6803,Charger,3,1593
OD3560,O5732,Laptop,4,10011
OD3561,O3423,Washing Machine,4,6975
OD3562,O2367,Keyboard,4,3973
OD3563,O2377,Earphones,2,5796
OD3564,O6087,Mobile,1,601
OD3565,O2111,Earphones,1,657
OD3566,O2398,Mobile,4,9693
OD3567,O3721,Shoes,4,16698
OD3568,O4836,Laptop,2,13848
OD3569,O5214,Earphones,3,15270
OD3570,O2583,Clothes,2,5227
OD3571,O3926,Earphones,4,4955
OD3572,O6678,Laptop,1,13813
OD3573,O6663,Laptop,4,5679
OD3574,O6606,Washing Machine,1,7870
OD3575,O3790,Washing Machine,4,18254
OD3576,O3600,Mouse,3,5973
OD3577,O3567,Keyboard,3,7901
OD3578,O3889,Clothes,3,8014
OD3579,O2394,Mobile,4,9122
OD3580,O5385,Washing Machine,4,5882
OD3581,O3842,Keyboard,2,17337
OD3582,O4913,Laptop,4,18763
OD3583,O2267,Washing Machine,1,9060
OD3584,O4857,Clothes,2,8294
OD3585,O4260,Earphones,2,18068
OD3586,O2762,Shoes,4,12129
OD3587,O6120,Mouse,2,10776
OD3588,O6676,Mouse,1,14509
OD3589,O5701,AC,3,3386
OD3590,O5983,Keyboard,4,9217
OD3591,O2896,Earphones,1,5304
OD3592,O2478,AC,2,1268
OD3593,O3546,Mobile,4,17743
OD3594,O2874,Mobile,1,12807
OD3595,O6463,Mouse,3,19502
OD3596,O3782,AC,1,15056
OD3597,O3460,Shoes,4,15547
OD3598,O2382,Laptop,3,1700
OD3599,O2692,Earphones,2,7238
OD3600,O2631,Washing Machine,1,6069
OD3601,O4647,Charger,4,7602
OD3602,O4234,Shoes,2,14664
OD3603,O5073,AC,2,7745
OD3604,O5080,Laptop,1,16302
OD3605,O2531,Laptop,1,9574
OD3606,O6648,Clothes,2,10444
OD3607,O6767,Mouse,2,16613
OD3608,O3758,Shoes,3,13156
OD3609,O5353,Keyboard,2,6752
OD3610,O3234,Mobile,2,5747
OD3611,O3044,Mobile,2,3621
OD3612,O3353,AC,1,4229
OD3613,O4183,Mouse,2,5826
OD3614,O5223,Mobile,1,12817
OD3615,O6924,Laptop,1,9494
OD3616,O4825,Keyboard,4,12823
OD3617,O2411,AC,3,485
OD3618,O2028,Clothes,2,16141
OD3619,O3043,Mobile,4,5588
OD3620,O4597,Shoes,4,3710
OD3621,O2137,AC,3,9997
OD3622,O5658,Laptop,2,12988
OD3623,O5241,Charger,4,2337
OD3624,O6654,Laptop,2,3445
OD3625,O6378,Shoes,3,9292
OD3626,O5585,Clothes,3,7234
OD3627,O3198,Laptop,3,14259
OD3628,O6971,Shoes,1,6060
OD3629,O4035,AC,4,1251
OD3630,O6176,Shoes,4,18322
OD3631,O6770,AC,4,19944
OD3632,O5603,Laptop,2,667
OD3633,O4800,Laptop,3,5279
OD3634,O6769,TV,2,13803
OD3635,O3619,Mouse,2,11205
OD3636,O3103,Earphones,2,2723
OD3637,O4342,Clothes,3,4946
OD3638,O5202,Charger,3,9505
OD3639,O6025,Keyboard,3,4152
OD3640,O5369,Keyboard,2,15064
OD3641,O5096,Keyboard,1,14684
OD3642,O6115,Washing Machine,3,5290
OD3643,O5502,Clothes,4,2088
OD3644,O6964,Clothes,2,4177
OD3645,O5204,Mouse,2,6756
OD3646,O5247,Earphones,4,4916
OD3647,O5179,Laptop,4,2811
OD3648,O3377,Keyboard,1,4293
OD3649,O3251,Mobile,4,16103
OD3650,O3356,Keyboard,4,12654
OD3651,O2221,Washing Machine,1,13492
OD3652,O4743,Charger,1,8597
OD3653,O6243,Shoes,1,17995
OD3654,O5895,TV,2,12676
OD3655,O6360,Mouse,2,17294
OD3656,O5199,Charger,3,14288
OD3657,O2663,Shoes,1,14796
OD3658,O6245,Washing Machine,2,18330
OD3659,O2362,Mobile,3,14669
OD3660,O4046,AC,3,7132
OD3661,O4470,Keyboard,4,9587
OD3662,O3339,Washing Machine,3,15549
OD3663,O3689,Keyboard,3,989
OD3664,O5074,Clothes,2,6954
OD3665,O4217,Charger,3,10850
OD3666,O6499,Washing Machine,1,8425
OD3667,O5453,AC,1,601
OD3668,O6438,Washing Machine,4,8002
OD3669,O5853,Charger,3,11338
OD3670,O4549,Clothes,3,14636
OD3671,O2527,Laptop,2,14323
OD3672,O2132,Clothes,4,9593
OD3673,O3084,Earphones,2,14269
OD3674,O4786,Laptop,4,10603
OD3675,O3764,Washing Machine,3,15323
OD3676,O5122,Mobile,2,12707
OD3677,O6258,AC,2,9300
OD3678,O6335,Clothes,2,5988
OD3679,O4220,Clothes,1,18188
OD3680,O2435,Shoes,2,3018
OD3681,O2046,Shoes,3,17996
OD3682,O5712,Earphones,4,9840
OD3683,O6496,Earphones,1,4518
OD3684,O2749,Mouse,2,5015
OD3685,O6588,TV,3,841
OD3686,O6104,Charger,2,17969
OD3687,O3299,Washing Machine,1,15015
OD3688,O4142,TV,2,3856
OD3689,O2396,TV,2,12158
OD3690,O3276,AC,3,8636
OD3691,O2166,Charger,4,11352
OD3692,O3466,Charger,3,13239
OD3693,O6465,AC,1,10855
OD3694,O2841,Laptop,2,18025
OD3695,O6648,Earphones,4,13612
OD3696,O4240,Shoes,4,5044
OD3697,O2329,TV,4,17554
OD3698,O2846,Keyboard,1,14213
OD3699,O3480,Shoes,3,8920
OD3700,O3607,TV,3,7680
OD3701,O2516,Mouse,2,7053
OD3702,O5586,AC,4,12502
OD3703,O5666,TV,2,8303
OD3704,O4624,Laptop,1,10649
OD3705,O4210,Charger,1,4632
OD3706,O4752,Earphones,3,12009
OD3707,O2026,Shoes,4,5910
OD3708,O2222,Clothes,1,17491
OD3709,O4460,Shoes,1,12234
OD3710,O4988,AC,1,1543
OD3711,O5198,Clothes,2,13845
OD3712,O6632,TV,4,1468
OD3713,O3363,Earphones,2,18338
OD3714,O3720,Laptop,1,1140
OD3715,O4885,Mouse,4,10335
OD3716,O5329,TV,3,12150
OD3717,O4902,Charger,2,7154
OD3718,O6337,Mobile,1,7335
OD3719,O4243,Mouse,1,18806
OD3720,O2146,Mobile,4,13668
OD3721,O2625,AC,4,7997
OD3722,O2719,Earphones,1,15874
OD3723,O3200,Earphones,3,4846
OD3724,O4916,Laptop,2,15739
OD3725,O5034,TV,4,8070
OD3726,O4131,Mobile,4,13352
OD3727,O2775,TV,1,15041
OD3728,O2969,Laptop,1,3002
OD3729,O5953,Mouse,3,11177
OD3730,O4732,Charger,4,12873
OD3731,O2298,Mouse,4,17106
OD3732,O2095,TV,1,9272
OD3733,O5615,Earphones,4,5012
OD3734,O5371,Shoes,2,15896
OD3735,O5348,Shoes,4,19328
OD3736,O6279,Mobile,4,19712
OD3737,O2004,Laptop,2,7202
OD3738,O6777,Shoes,3,17534
OD3739,O3625,Charger,3,6380
OD3740,O4481,Mobile,4,18174
OD3741,O4758,Washing Machine,3,17730
OD3742,O4680,Laptop,3,3330
OD3743,O6081,Mouse,4,1833
